Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
3022,3#3#3,0.47280797362327576#0.47280797362327576#0.47280797362327576,0.8892270641733138#0.8892270641733138#0.8892270641733138,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,17.0#17.0#17.0,131.28770446777344#131.28770446777344#131.28770446777344,0#0#0,1#1#1,0#0#0,0#198#2349,0#0#0,0#0#0,0#0#0,0#0#0,0#2#39,0#0#0,0#0#0,0#0#0,1040.json,NotBuggy,NotBuggy,
3219,3#3#3#4#3#4#4#4#4#3#4#4#4,0.5458032488822937#0.5458032488822937#0.5458032488822937#0.14531373977661133#0.07489898800849915#0.14531373977661133#0.14531373977661133#0.14531373977661133#0.4191904366016388#0.5458032488822937#0.4191904366016388#0.2933933436870575#0.29220592975616455,0.850997571863161#0.850997571863161#0.850997571863161#0.46440958356710316#0.7693001218859862#0.46440958356710316#0.46440958356710316#0.46440958356710316#0.7355164933770756#0.850997571863161#0.7355164933770756#0.5762367978942978#0.5774452711252241,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#2.0#1.89#2.0#2.0#2.0#2.0#1.89#2.0#2.0#2.0,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#2#1#2#2#2#2#1#2#3#3,17.0#17.0#17.0#29.0#19.0#29.0#29.0#29.0#22.0#17.0#22.0#26.0#26.0,131.28770446777344#131.28770446777344#131.28770446777344#123.19084167480469#130.57513427734375#123.19084167480469#123.19084167480469#123.19084167480469#125.02987670898438#131.28770446777344#125.02987670898438#123.94486236572266#123.94486236572266,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0,0#112#129#129#905#1019#2542#2546#2842#2871#2876#2891#2892,0#0#0#1#1#2#0#0#1#0#1#1#1,0#0#0#1#3#3#0#0#2#1#1#2#2,0#0#0#65#63#63#0#0#43#37#37#27#2,0#0#0#61#59#59#0#0#43#33#33#27#2,0#19#3#4#3#3#17#39#22#15#4#33#11,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#1#0,0#0#0#0#0#0#0#0#0#0#0#1#0,1165.json,NotBuggy,NotBuggy,
800,4#3#3#3#3#3#3#3#3#3,6.630834541283548E-4#0.013591104187071323#0.011872689239680767#0.011872689239680767#0.011872689239680767#0.004147697705775499#0.004753779619932175#0.0018594677094370127#0.0018447032198309898#0.002001204527914524,0.02139937370825385#0.32281136419594236#0.38652003726458845#0.38652003726458845#0.38652003726458845#0.3621691646903453#0.31240897784310506#0.1993013511460148#0.1961375505754879#0.20826537905647866,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,2.0#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0#0,6#2#2#2#2#2#2#3#3#3,48.0#28.0#27.0#27.0#27.0#28.0#29.0#32.0#32.0#32.0,120.13397216796875#128.1235809326172#128.4090576171875#128.4090576171875#128.4090576171875#128.21994018554688#127.94110107421875#127.33940887451172#127.33940887451172#127.33940887451172,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,1#0#0#0#0#0#0#0#0#0,0#18#121#123#127#478#514#520#596#598,0#2#1#0#0#1#1#1#1#1,0#5#2#0#0#2#2#2#2#2,0#107#7#0#0#15#8#24#4#18,0#103#7#0#0#15#8#24#4#18,0#65#20#17#39#36#84#20#66#27,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#1#1#1#1,0#0#0#0#0#0#1#0#0#1,1105.json,NotBuggy,NotBuggy,
3034,7#7#7#11#11#14#14#14#10,0.035624969750642776#0.035624969750642776#0.035624969750642776#0.020511003211140633#0.16524411737918854#0.041095439344644547#0.041095439344644547#0.03351888805627823#0.015361850149929523,0.15770869334861068#0.15770869334861068#0.15770869334861068#0.09701769405658726#0.1290912797832057#8.972618534350308E-4#8.972618534350308E-4#4.6450584464994345E-4#0.0018589153779587345,0#0#0#1#1#1#1#1#0,0#0#0#1#1#1#1#1#0,0#0#0#2#2#2#2#2#0,2#2#2#3#3#4#4#4#3,3.02#3.02#3.02#3.95#3.95#4.75#4.75#4.75#3.6,1#1#1#2#2#3#3#3#2,1#1#1#2#2#3#3#3#2,45.0#45.0#45.0#59.0#58.0#86.0#86.0#89.0#77.0,111.17379760742188#111.17379760742188#111.17379760742188#102.04166412353516#102.18502807617188#95.47112274169922#95.47112274169922#95.25812530517578#101.9610824584961,0#0#0#0#0#0#0#0#0,2#2#2#2#2#1#1#1#1,0#0#0#0#0#3#3#3#2,0#57#210#210#877#2049#2361#2858#2927,0#0#0#5#3#11#0#1#5,0#0#0#6#6#19#0#2#13,0#0#0#135#69#340#0#3#334,0#0#0#119#69#321#0#3#317,0#1#2#4#19#6#39#24#21,0#0#0#1#1#0#0#0#0,0#0#0#1#1#0#0#0#0,0#0#0#1#1#0#0#1#0,1032.json,Buggy,Buggy,Buggy
2795,3#3,0.7266408801078796#0.7266408801078796,0.9407335043502525#0.9407335043502525,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,17.0#17.0,131.43582153320312#131.43582153320312,0#0,1#1,0#0,0#2122,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,291.json,NotBuggy,NotBuggy,
2765,3#3,0.8979825377464294#0.8979825377464294,0.9677933410930901#0.9677933410930901,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,12.0#12.0,133.59722900390625#133.59722900390625,0#0,0#0,0#0,0#2092,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,266.json,NotBuggy,NotBuggy,
1293,3#3#3,0.9440265893936157#0.9440265893936157#0.8543566465377808,0.9145510327484327#0.9145510327484327#0.9236678835226719,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,14.0#14.0#15.0,132.4454345703125#132.4454345703125#131.9385528564453,0#0#0,1#1#1,0#0#0,0#620#959,0#0#1,0#0#2,0#0#12,0#0#12,0#39#17,0#0#0,0#0#1,0#0#1,1000.json,NotBuggy,NotBuggy,
2587,3#3#3#3#3,0.9695513248443604#0.9716492295265198#0.9797074198722839#0.976798951625824#0.976798951625824,0.8336023149817913#0.8800187972887001#0.8154401501016264#0.8582392855610544#0.8582392855610544,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,20.0#20.0#22.0#21.0#21.0,130.18594360351562#130.18594360351562#129.57785034179688#129.93223571777344#129.93223571777344,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#125#1494#1827#1914,0#3#1#1#0,0#6#2#2#0,0#12#12#7#0,0#0#12#7#0,0#5#6#28#39,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1070.json,NotBuggy,NotBuggy,
778,3#7#7#12#3,0.21770580112934113#0.42136943340301514#0.4241922199726105#0.07933050394058228#0.325501024723053,0.18791034713693067#0.006916362779899736#0.013027674042693655#0.0012340022553792218#0.9338158490389264,3#5#5#5#0,2#4#4#4#0,5#9#9#9#0,2#5#5#5#1,1.89#2.56#2.56#2.89#1.89,0#1#1#1#0,3#7#7#11#1,31.0#65.0#64.0#86.0#15.0,126.96728515625#108.34811401367188#108.48082733154297#97.93008422851562#132.25152587890625,0#0#0#0#0,1#0#0#0#0,0#0#0#2#0,0#18#105#407#706,0#8#7#5#3,0#10#14#8#16,0#187#30#258#498,0#181#7#206#414,0#2#39#20#40,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,764.json,NotBuggy,NotBuggy,
2373,5#5#5#7#7,0.32455846667289734#0.3523901402950287#0.3537845313549042#0.5309536457061768#0.4257179796695709,0.1689536357148373#0.15288044755023197#0.4043150570268263#0.16801493271823043#0.08572508393365029,1#1#1#1#1,1#1#1#1#1,2#2#2#2#2,2#2#2#2#2,2.99#2.99#2.99#3.33#3.33,1#1#1#1#1,2#2#2#3#3,35.0#35.0#31.0#42.0#45.0,117.93148040771484#117.93148040771484#118.76201629638672#111.47267150878906#110.95027923583984,0#0#0#0#0,2#2#2#2#2,0#0#0#2#2,0#1855#1885#1995#2198,0#1#1#4#1,0#2#2#6#2,0#7#38#167#3,0#7#38#159#3,0#20#8#82#24,0#0#1#0#0,0#0#1#0#0,0#0#1#0#1,1349.json,Buggy,Buggy,Buggy
3251,8#6#6#13#5#11#12#5#5#5#5#9#9#9#13#11#11#10#9#13#29#26#41#39#40#34#34#34#34#34#34#30#29,0.7705022692680359#0.08785820007324219#0.046206261962652206#0.020607121288776398#0.0#0.0#0.0012351605109870434#0.0#0.0#0.0#0.0#0.020902056246995926#0.020902056246995926#0.022282803431153297#0.01361168920993805#0.3048200309276581#0.25747981667518616#0.49455997347831726#0.5343940854072571#0.048442695289850235#4.7736710985191166E-4#0.001202911720611155#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#2.6386789977550507E-4#2.9958615778014064E-4#6.208354025147855E-4,0.17276077550145846#0.14834059101298686#0.10419355462765785#0.06277720681917921#0.03017465504416705#2.580708944931933E-5#6.0219530462768974E-5#0.018838257559951672#0.018398032658656013#0.013026173081274805#0.034063756521803185#0.37157814925994403#0.37157814925994403#0.23898051052164412#0.005895563125658866#0.047769391174692075#0.021752817434739016#0.08399998644913016#0.16326636613801243#0.00427766417545519#4.9565514575726485E-9#3.0149477280402803E-8#2.002412982941151E-17#9.461177084085127E-16#1.2145241832417164E-19#3.869565146538022E-18#3.8936036122460934E-18#8.750137280977878E-18#6.680600350875515E-18#3.5832082101955106E-18#2.9274858680978365E-14#3.0555009159701153E-11#6.405667059395025E-11,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#3#3#3#3#3#2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#2#2#3#3#3#3#3#3#3#3#3#2#2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#5#5#6#6#6#5#5#5#5#5#5#4#4,2#2#2#3#2#4#4#2#2#2#2#2#2#2#2#2#2#2#2#3#7#6#10#10#11#8#8#8#8#8#8#6#6,2.27#2.56#2.56#4.54#2.99#5.02#4.73#2.99#2.99#2.99#2.99#2.27#2.27#2.27#1.77#1.9#1.9#1.97#2.06#2.22#6.32#6.56#5.68#5.74#3.65#3.32#3.32#3.32#3.32#3.32#3.32#3.34#3.37,1#1#1#2#1#3#3#1#1#1#1#1#1#1#1#1#1#1#1#1#4#4#4#4#3#2#2#2#2#2#2#2#2,5#4#4#3#2#8#10#2#2#2#2#6#6#6#9#7#8#7#6#9#16#15#28#25#28#36#36#35#35#35#30#27#26,54.0#46.0#48.0#71.0#49.0#100.0#107.0#51.0#51.0#53.0#49.0#47.0#47.0#49.0#87.0#71.0#75.0#66.0#61.0#86.0#177.0#163.0#281.0#263.0#306.0#272.0#272.0#269.0#271.0#274.0#235.0#195.0#190.0,108.00263214111328#113.4397964477539#113.16400909423828#98.00941467285156#116.0103988647461#98.52533721923828#96.6996078491211#115.75028228759766#115.75028228759766#115.5003662109375#116.06487274169922#106.93936157226562#106.93936157226562#106.59980010986328#97.03685760498047#100.87042999267578#100.54961395263672#102.86944580078125#105.10916900634766#97.05235290527344#78.62640380859375#81.09455871582031#69.6025390625#70.83172607421875#69.32936096191406#73.222412109375#73.222412109375#73.29396057128906#73.2695083618164#73.21226501464844#74.08432006835938#77.62188720703125#78.32291412353516,0#0#0#0#0#1#1#0#0#0#0#0#0#0#1#1#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#2#2#2#4#4#4#4#4#4#4#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,2#1#1#2#1#3#3#1#1#1#1#2#2#2#5#4#4#3#3#4#6#5#8#7#11#5#5#5#5#5#5#4#4,0#10#12#13#20#32#37#42#144#145#163#217#664#789#1094#1957#1978#2140#2473#2491#2522#2578#2850#2850#2917#2923#2929#2971#3021#3047#3144#3179#3182,0#4#1#10#2#8#8#2#2#1#1#8#1#1#13#4#1#0#1#7#22#1#3#0#1#8#1#2#1#3#3#10#1,0#11#2#11#16#9#10#17#4#2#2#11#2#2#16#10#2#1#3#13#28#5#6#2#7#24#2#4#2#6#6#25#3,0#224#9#306#453#430#268#709#32#15#18#212#26#19#544#142#13#69#43#243#762#132#791#172#404#482#5#21#12#19#123#424#41,0#178#9#214#273#346#83#416#32#15#18#193#26#19#348#134#13#65#39#158#626#120#761#164#389#494#5#21#12#19#123#398#37,0#1#2#1#1#13#4#3#19#2#2#6#13#5#19#93#3#1#19#28#43#39#20#3#17#4#36#20#102#66#43#40#4,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#1#0#0#1#1#1#0#1#0,0#0#0#0#0#0#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#1#0#0#1#0,762.json,Buggy,NotBuggy,NotBuggy
3917,3#3#3#3#3#3#3#3#3#3#3#3#3,0.4978485703468323#0.5260084271430969#0.5266571640968323#0.2525941729545593#0.2525941729545593#0.2525941729545593#0.2525941729545593#0.24573999643325806#0.24573999643325806#0.2544030547142029#0.2544030547142029#0.2544030547142029#0.2544030547142029,0.6909374722097171#0.6713757170775488#0.6864885888261139#0.5432605812353719#0.5432605812353719#0.5432605812353719#0.5432605812353719#0.5777487712338607#0.5777487712338607#0.6393327795584106#0.6393327795584106#0.6393327795584106#0.6393327795584106,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,21.0#21.0#21.0#26.0#26.0#26.0#26.0#26.0#26.0#24.0#24.0#24.0#24.0,129.7158966064453#129.7158966064453#129.7158966064453#128.60531616210938#128.60531616210938#128.60531616210938#128.60531616210938#128.60531616210938#128.60531616210938#129.2378692626953#129.2378692626953#129.2378692626953#129.2378692626953,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#5#177#360#363#430#431#622#842#1636#3244#3257,0#2#1#2#0#0#0#1#0#1#0#0#0,0#4#2#4#0#0#0#2#0#2#0#0#0,0#10#3#11#0#0#0#8#0#18#0#0#0,0#10#3#11#0#0#0#8#0#18#0#0#0,0#2#2#3#0#0#0#10#7#4#11#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,16.json,NotBuggy,NotBuggy,
1293,9#9#9#9#7#7#7,0.2170076072216034#0.1166401281952858#0.10059567540884018#0.10059567540884018#0.1547987014055252#0.1547987014055252#0.1547987014055252,0.023555498014886246#0.08648248894912512#0.08299588610154371#0.08299588610154371#0.06986711160963582#0.06986711160963582#0.06986711160963582,5#4#4#4#1#1#1,3#3#3#3#1#1#1,8#7#7#7#2#2#2,3#3#3#3#2#2#2,3.77#3.66#3.66#3.66#2.56#2.56#2.56,2#2#2#2#1#1#1,4#3#3#3#3#3#3,59.0#52.0#52.0#52.0#47.0#47.0#47.0,105.14269256591797#105.89716339111328#105.89716339111328#105.89716339111328#110.72415924072266#110.72415924072266#110.72415924072266,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1#1#1#1#1#1#1,0#16#493#620#922#1186#1208,0#3#1#0#3#0#0,0#6#2#0#8#0#0,0#147#10#0#115#0#0,0#139#10#0#91#0#0,0#16#39#39#11#43#1,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,904.json,NotBuggy,NotBuggy,
1935,6#7#7#7#7#7#7#7#7#7#7,0.8292338252067566#0.8493056297302246#0.6678701043128967#0.6678701043128967#0.5540388822555542#0.43870431184768677#0.43554818630218506#0.5540388822555542#0.3694591820240021#0.5198971033096313#0.4726632535457611,0.9010090667247364#0.9010706944951777#0.8775057992616551#0.8775057992616551#0.8643101963659082#0.8598162218437227#0.855646492614841#0.8613498481381946#0.7145674891453764#0.35190975289360477#0.3545363704887865,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1,5.5#3.52#3.52#3.52#3.52#3.52#3.52#3.52#3.52#3.52#3.52,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#1#1,26.0#29.0#29.0#29.0#29.0#29.0#29.0#29.0#33.0#43.0#43.0,117.71513366699219#114.65006256103516#114.65006256103516#114.65006256103516#114.65006256103516#114.65006256103516#114.65006256103516#114.65006256103516#113.85568237304688#112.16657257080078#112.16657257080078,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,0#1153#1186#1262#1271#1275#1385#1555#1564#1593#1664,0#5#1#0#1#1#1#1#3#1#1,0#9#2#0#2#2#2#2#6#2#2,0#29#13#0#5#9#1#4#31#37#2,0#5#13#0#5#9#1#4#31#37#2,0#65#2#5#5#7#37#2#4#5#12,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,382.json,NotBuggy,NotBuggy,
2480,3#3#3#3#3,0.42720186710357666#0.42720186710357666#0.08811400085687637#0.09420555830001831#0.0372883677482605,0.6327886985591764#0.6327886985591764#0.6176643670678632#0.6712589824854732#0.4986365309129826,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,1#1#1#1#1,22.0#22.0#22.0#22.0#25.0,129.37762451171875#129.37762451171875#129.37762451171875#129.37762451171875#128.46022033691406,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#1807#2153#2250#2304,0#0#1#3#1,0#0#2#6#2,0#0#4#12#3,0#0#4#0#3,0#39#4#102#24,0#0#0#0#0,0#0#0#1#0,0#0#0#1#1,749.json,NotBuggy,NotBuggy,
1135,3#3#3#3#3,0.9428718686103821#0.9428718686103821#0.9428718686103821#0.7429397702217102#0.7429397702217102,0.9844554856724919#0.9844554856724919#0.9844554856724919#0.9659758434678043#0.9659758434678043,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#1#1,12.0#12.0#12.0#15.0#15.0,133.59722900390625#133.59722900390625#133.59722900390625#132.25152587890625#132.25152587890625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#462#471#751#751,0#0#0#0#0,0#0#0#0#0,0#0#0#11#0,0#0#0#11#0,0#0#3#0#5,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,77.json,NotBuggy,NotBuggy,
2795,4#4,0.722312867641449#0.722312867641449,0.8406956479872758#0.8406956479872758,0#0,0#0,0#0,1#1,2.0#2.0,0#0,2#2,22.0#22.0,125.02987670898438#125.02987670898438,0#0,0#0,1#1,0#2122,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,284.json,NotBuggy,NotBuggy,
2765,3#3,0.9651961326599121#0.9651961326599121,0.9699708992773997#0.9699708992773997,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,12.0#12.0,133.59722900390625#133.59722900390625,0#0,0#0,0#0,0#2092,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,269.json,NotBuggy,NotBuggy,
3512,3#4#4#4#4#4#3#4#4#4#9#10#11#13#13#14,0.016368817538022995#0.0179530531167984#0.0179530531167984#0.0179530531167984#0.016428643837571144#0.016428643837571144#0.7609568238258362#0.016428643837571144#1.4993749209679663E-4#1.4993749209679663E-4#8.248785161413252E-4#2.8185054543428123E-4#0.0#0.0#0.0#0.0,0.4840975935254315#0.11754178064869832#0.11754178064869832#0.11754178064869832#0.11698183374459449#0.11698183374459449#0.833623347483128#0.11698183374459449#0.010648803397856042#0.010648803397856042#0.02913134423873638#0.012601779599382678#0.00520810861732282#8.586702640439086E-4#6.410690721474514E-4#2.5431836759440675E-4,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,1.89#2.0#2.0#2.0#2.0#2.0#1.89#2.0#2.0#2.0#3.27#3.2#3.13#2.98#2.98#2.91,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,2#3#3#3#3#3#1#3#5#5#6#7#8#10#10#11,27.0#40.0#40.0#40.0#40.0#40.0#19.0#40.0#54.0#54.0#61.0#68.0#75.0#89.0#90.0#97.0,128.51292419433594#121.08204650878906#121.08204650878906#121.08204650878906#121.08204650878906#121.08204650878906#130.45266723632812#121.08204650878906#119.40454864501953#119.40454864501953#105.57917785644531#103.2553482055664#101.15193939208984#97.46186828613281#97.35955810546875#95.7269515991211,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#1#1#1#1#1#0#1#1#1#1#1#1#1#1#1,0#1#27#217#276#945#1199#1312#2712#2839#3163#3163#3164#3166#3172#3203,0#3#0#0#1#0#1#2#1#0#2#1#1#2#1#1,0#5#0#0#2#0#3#3#2#0#6#1#1#2#2#1,0#112#0#0#13#0#131#131#87#0#108#59#73#155#7#59,0#108#0#0#13#0#127#127#87#0#47#47#61#131#7#47,0#2#0#7#6#3#3#3#39#5#8#12#6#28#11#42,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1457.json,NotBuggy,NotBuggy,
2587,13#13#13#18#21#21#21#21,0.0020796456374228#0.0020796456374228#0.002694284077733755#0.050862282514572144#0.024511784315109253#0.024511784315109253#0.024511784315109253#0.026789208874106407,1.2504046919236216E-4#1.2504046919236216E-4#2.068145524767574E-4#0.2646442950967587#0.15333658894400773#0.15333658894400773#0.15333658894400773#0.23000777677127457,7#7#6#1#1#1#1#1,5#5#5#4#5#5#5#5,12#12#11#5#6#6#6#6,6#6#6#6#7#7#7#7,2.79#2.79#2.79#2.71#2.64#2.64#2.64#2.64,5#5#5#2#2#2#2#2,7#7#6#0#0#0#0#0,101.0#101.0#98.0#68.0#78.0#78.0#78.0#76.0,95.74797058105469#95.74797058105469#95.90476989746094#92.53331756591797#88.99880981445312#88.99880981445312#88.99880981445312#89.17984771728516,0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0,0#125#1293#1451#1494#1827#1914#2216,0#0#1#11#3#0#0#1,0#0#2#17#3#0#0#2,0#0#12#184#78#0#0#10,0#0#12#187#78#0#0#10,0#5#93#17#6#28#39#20,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1059.json,NotBuggy,NotBuggy,
3045,3#3#4#4#4,0.7135907411575317#0.7682561874389648#0.5965922474861145#0.5965922474861145#0.5620651245117188,0.8966541503196214#0.8941924145862147#0.7568265949561128#0.7568265949561128#0.7401189622586332,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#2.0#2.0#2.0,0#0#0#0#0,1#1#2#2#2,15.0#15.0#23.0#23.0#23.0,132.086669921875#132.086669921875#124.6862564086914#124.6862564086914#124.6862564086914,0#0#0#0#0,0#0#0#0#0,0#0#1#1#1,0#0#1929#2662#2994,0#1#1#0#1,0#2#1#0#2,0#7#65#0#20,0#7#61#0#20,0#1#6#1#4,0#0#0#0#0,0#0#1#0#0,0#0#1#0#0,238.json,NotBuggy,NotBuggy,
1068,11#10#10#10#4#4,0.08177027851343155#0.0991426557302475#0.21183232963085175#0.21183232963085175#0.7312973737716675#0.7312973737716675,0.030388169154282895#0.04771782949543943#0.14207910107497043#0.14207910107497043#0.587954328859519#0.587954328859519,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,4.27#4.1#4.1#4.1#2.0#2.0,1#1#1#1#0#0,7#6#4#4#1#1,65.0#60.0#54.0#54.0#27.0#27.0,101.94595336914062#103.95829010009766#104.56063842773438#104.56063842773438#123.74861145019531#123.74861145019531,0#0#0#0#0#0,1#1#1#1#1#1,1#1#1#1#1#1,0#290#308#404#684#684,0#0#1#0#0#0,0#1#2#0#0#0,0#40#38#0#206#0,0#36#38#0#183#0,0#19#28#3#0#5,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,70.json,NotBuggy,NotBuggy,
782,8#8#8#8#7,0.016623543575406075#0.016623543575406075#0.016623543575406075#0.017826447263360023#0.01576405204832554,0.428938084429768#0.428938084429768#0.428938084429768#0.48534587971000753#0.5150125572711348,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,3.97#3.97#3.97#3.97#3.33,0#0#0#0#0,3#3#3#3#3,39.0#39.0#39.0#38.0#35.0,110.11405944824219#110.11405944824219#110.11405944824219#110.3192367553711#112.98433685302734,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#105#109#487#710,0#0#0#1#1,0#0#0#2#3,0#0#0#4#63,0#0#0#4#47,0#17#39#15#40,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,1102.json,NotBuggy,NotBuggy,
1293,3#3,0.9275229573249817#0.9275229573249817,0.9445477240259184#0.9445477240259184,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,13.0#13.0,132.9956512451172#132.9956512451172,0#0,0#0,0#0,0#621,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,1071.json,NotBuggy,NotBuggy,
3056,3#3#3#6#8,0.6072273254394531#0.6072273254394531#0.6072273254394531#0.008972104638814926#0.19012577831745148,0.7681882770283693#0.7681882770283693#0.7681882770283693#0.020334316196044422#0.03703953237960108,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#6.29#5.2,0#0#0#1#0,2#2#2#5#4,21.0#21.0#21.0#55.0#55.0,130.05470275878906#130.05470275878906#130.05470275878906#112.7406005859375#107.82987213134766,0#0#0#0#0,0#0#0#0#0,0#0#0#0#1,0#232#2383#2655#3030,0#0#0#4#1,0#0#0#5#2,0#0#0#224#217,0#0#0#184#170,0#2#39#20#1,0#0#0#0#0,0#0#0#0#0,0#0#0#0#1,924.json,NotBuggy,NotBuggy,
